Event ID,Event Name,Event Tags,Society ID,Society Name,Event Date
796,Pool GIAG!,"Free, Sports & Active, Give it a Go, Welcome Week",285,Pool and Snooker,02/10/2023 19:00
797,Futsal Training Session,,526,Futsal (w),05/10/2023 14:00
798,Training Session,,526,Futsal (w),12/10/2023 14:00
799,Leeds Marrow Donor Recruitment GIAG,"Campaigns & Volunteering, Alcohol-Free, Free, Give it a Go, Food & Drink",201,Leeds Marrow,04/10/2023 10:00
800,Futsal Training,,526,Futsal (w),19/10/2023 14:00
801,Futsal Training,,526,Futsal (w),26/10/2023 14:00
802,Futsal Training,,526,Futsal (w),02/11/2023 14:00
803,Futsal Training,,526,Futsal (w),09/11/2023 14:00
804,Futsal Training,,526,Futsal (w),16/11/2023 14:00
805,Futsal Training,,526,Futsal (w),21/11/2023 19:00
806,Futsal Training,,526,Futsal (w),28/11/2023 19:00
807,Futsal Training,,526,Futsal (w),05/12/2023 19:00
808,Futsal Training,,526,Futsal (w),12/12/2023 19:00
809,German Society GIAG 2023,"Free, Give it a Go",138,German,28/09/2023 14:45
810,GIAG 1st October,"Free, Give it a Go",266,Orienteering + Fell Running,01/10/2023 11:00
811,GIAG Chat 'n' Chai,,271,Palestine Solidarity Group,28/09/2023 20:00
812,LAMMPS Choir GIAG,"Give it a Go, Welcome Week, Live Music & Performance, Free, Alcohol-Free, Arts & Creative, Health, Wellbeing & Support, Other",196,LAMMPS,09/10/2023 20:00
813,Pop Art Poster Making,"£5 or less, Arts & Creative",22,Art,05/10/2023 16:00
814,Life Drawing,"Arts & Creative, £5 or less",22,Art,03/10/2023 18:30
815,Leeds Sudanese Society - Games Night (GIAG),"Give it a Go, Free",515,Leeds Sudanese Society,10/10/2023 18:00
816,LAMMPS Dance GIAG,"Free, Alcohol-Free, Sports & Active, Arts & Creative, Academic, Live Music & Performance, Give it a Go, Welcome Week, Other",196,LAMMPS,05/10/2023 20:00
817,LAMMPS Show GIAG,"Other, Free, Alcohol-Free, Arts & Creative, Academic, Live Music & Performance, Give it a Go, Welcome Week, Cinema and Theatre",196,LAMMPS,10/10/2023 20:30
818,Give it A Go Meet and Greet -LUU Medieval Society,"Free, Academic, Give it a Go",232,Medieval Society,05/10/2023 17:00
819,Pub Quiz 'Give It A Go',"Free, Give it a Go, Welcome Week",123,Feminist,09/10/2023 19:00
820,Surviving Medschool,"Free, Live Music & Performance",488,"Peer Assisted Learning Scheme (PALS), (Medics and Dentists)",29/09/2023 20:00
821,2nd LUU PADEL GIVE-IT-A-GO (GIAG),"Give it a Go, Sports & Active, Free, £5 or less",518,Pádel,06/10/2023 14:00
822,RadSoc Give It A Go!,"£5 or less, Alcohol-Free, Food & Drink, Academic, Give it a Go",493,RADSOC (Radiography Society),13/10/2023 18:30
823,Leeds Mallu Soc Meet & Greet [GIAG],"Give it a Go, Free",495,Malayalee,06/10/2023 18:00
824,GIAG Monday 2nd  - Friday 6th,"Sports & Active, Give it a Go",376,Vertical Fitness,29/09/2023 16:00
825,Street Dance GIAG 3 : Beginners,"Give it a Go, Free",341,Street Dance,05/10/2023 20:00
826,Classics Soirée (03/10),"£5 or less, Academic",79,Classics,03/10/2023 17:00
827,Street Dance GIAG 3 : Intermediates,"Free, Give it a Go",341,Street Dance,05/10/2023 21:00
828,CompSoc Fridge-To-Fridge,Other,86,CompSoc,13/10/2023 19:00
829,"Praise, Paint & Debate","Give it a Go, Free, Alcohol-Free, Arts & Creative, Welcome Week",543,Pensa,29/09/2023 16:00
830,English Netball Training - Members,"Sports & Active, Academic",114,English,26/10/2023 13:00
831,WILS Give it a Go,"Give it a Go, £5 or less, Alcohol-Free, Food & Drink",389,Women In Leadership,06/10/2023 15:30
832,Natural Sciences Give it a Go,"Free, Academic, Give it a Go",252,Natural Sciences,02/10/2023 19:30
833,Baking Society GIAG,Give it a Go,32,Baking Society,04/10/2023 12:30
834,IHP Society Welcome Drinks GIAG,"Give it a Go, Free",491,IHP Society (International History and Politics),02/10/2023 19:30
835,LawSoc Freshers Pres,£5 or less,197,Law,28/09/2023 21:00
836,Leeds Griffins Weekly Training,"Free, Sports & Active, Give it a Go, Alcohol-Free, Postgraduate, Other",291,Quadball,07/10/2023 12:00
837,PsycSoc GIAG Pizza and Quiz night,"Free, Give it a Go",289,Psychology,01/10/2023 19:30
838,Give it a Go,"Free, Give it a Go",202,Leeds Media Students,12/10/2023 20:00
839,GIAG (Give it a Go) Meeting,"Free, Alcohol-Free, Give it a Go, Student Voice, Campaigns & Volunteering",13,Amnesty International,05/10/2023 18:00
840,Sustainable Swap Shop: Refresh Your Wardrobe and Home for Autumn!,"Free, Campaigns & Volunteering, Climate-Friendly, Family-Friendly",449,Leeds & You Programme,06/10/2023 10:00
841,STAR Conversation Class training,"Give it a Go, Campaigns & Volunteering, Free",342,Student Action for Refugees,10/10/2023 15:00
842,STAR Meet the Commitee Meeting GIAG,"Campaigns & Volunteering, Give it a Go, Welcome Week",342,Student Action for Refugees,11/10/2023 18:30
843,Pub Quiz GIAG,Give it a Go,92,"SocCrimSoc (Sociology, Social Policy and Criminal Justice Society)",08/10/2023 19:00
844,Give It A Go,"Food & Drink, Give it a Go",386,Wine,06/10/2023 20:00
845,GIAG: KDRAMA QUIZ & GAME NIGHT,Give it a Go,481,Korean Drama and Film Society,05/10/2023 18:30
846,Give It A Go,Give it a Go,483,Tamil Society,04/10/2023 18:30
847,GIAG Pub Quiz at Walkabout,"Free, Give it a Go, Welcome Week",156,History,05/10/2023 19:30
848,Wilderness Potluck,Free,384,Wilderness Medicine,08/10/2023 18:00
849,GIAG => The Climbing Lab,"Give it a Go, Sports & Active",500,Leeds Medics Climbing,04/10/2023 17:30
850,2nd Release GIAG Monday 2nd - Friday 6th,Sports & Active,376,Vertical Fitness,01/10/2023 15:00
851,Cosy Games and NAPSOC GIAG: Speed Gaming and Wii Sports Tournament,"Free, Give it a Go",15,Cosy Games Society,02/10/2023 18:00
852,HistSoc 2023 Careers Event,"Academic, Virtual & Online",156,History,24/10/2023 16:00
853,NAPSoc x CosySoc GIAG: Wii Sports and Speed Gaming,"Give it a Go, Free",259,Nintendo and Pokemon,02/10/2023 18:00
854,Learn about investment banking careers at Houlihan Lokey,"Give it a Go, Free",367,Trading and Investments,10/10/2023 18:00
855,Meet and Greet & Mawlid An Nabi,"Free, Alcohol-Free, Give it a Go, Family-Friendly, £5 or less",8,Ahlul Bayt,03/10/2023 18:00
856,Tote bag and clothing up-cycling GIAG,"Free, Climate-Friendly, Give it a Go",492,Sustainability Society for the Faculty of Environment,12/10/2023 13:30
857,Otley Run,"Club Nights & Gigs, Trips & Days Out, International Orientation Week, Welcome Week, Free, Food & Drink",224,Malaysian & Singaporean,06/10/2023 17:00
858,ArabSoc GIAG,Give it a Go,440,Arab Society,15/10/2023 18:00
859,Oktoberfest Pub Trip with EU Society,"Free, Food & Drink, Academic, Club Nights & Gigs, Welcome Week",138,German,18/10/2023 17:00
860,SLAP Quiz and Mixer GIAG,"Free, Give it a Go, Global Community",330,"Spanish, Latin American and Portuguese Society (SLAPSOC)",02/10/2023 21:00
861,Yoga Society GIAG (4pm-5pm),"Give it a Go, Free, Health, Wellbeing & Support",392,Yoga Society,12/10/2023 16:00
862,Yoga Society GIAG (5pm-6pm),,392,Yoga Society,12/10/2023 17:00
863,Give It A Go,"Give it a Go, Free, Sports & Active",100,Darts,02/10/2023 19:30
864,Give-it-a-go,Give it a Go,70,Caving,08/10/2023 09:00
865,Weekend Away,"Alcohol-Free, Trips & Days Out, Family-Friendly",77,Christian Union,27/10/2023 17:00
868,AvSoc Pilot Careers Live,"Alcohol-Free, Trips & Days Out",28,Aviation,04/11/2023 05:00
869,East Asian Research Society (EARS) Give it a Go,Give it a Go,110,East Asian Research (EARS),05/10/2023 17:30
870,Pumpkin Picking at Kemps farm + Carving at the allotment,"£5 or less, Alcohol-Free, Trips & Days Out",446,Plant Society,22/10/2023 10:15
871,Black History Month: Chocolate Brunch & Networking event (BYP),"Free, Health, Wellbeing & Support, Cultural Calendar, Food & Drink, Alcohol-Free",489,Wellbeing,04/11/2023 11:00
872,Give It A Go!,"Give it a Go, Sports & Active",133,Freestyle Dance,03/09/2023 18:00
873,Welcome Drinks at Terrace!,Free,108,Earth Sciences (RocSoc),02/10/2023 19:00
874,Performing Arts GIAG,"Free, Give it a Go",276,Performing Arts,06/10/2023 17:00
875,Bowling at Tenpin,Other,281,Physics,09/10/2023 19:45
876,Pádel First Social,,518,Pádel,04/10/2023 19:00
877,GIAG Campus Photo Walk,"Give it a Go, Free, Alcohol-Free, Arts & Creative",472,Photography,15/10/2023 11:00
878,Trampoline GIAG third session on 10th of Oct 7-8:30,"Free, Give it a Go, Sports & Active",368,Trampoline,10/10/2023 19:00
879,Sci Fi and Fantasy Board Game Day Give It A Go,"Free, Alcohol-Free, Family-Friendly, Give it a Go",310,Sci Fi and Fantasy,07/10/2023 14:00
880,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,14/10/2023 14:00
881,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,21/10/2023 14:00
882,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,28/10/2023 14:00
883,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,04/11/2023 14:00
884,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,11/11/2023 14:00
885,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,18/11/2023 14:00
886,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,25/11/2023 14:00
887,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,02/12/2023 14:00
888,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,09/12/2023 14:00
889,Sci Fi and Fantasy Board Game Day,"Free, Alcohol-Free, Family-Friendly",310,Sci Fi and Fantasy,16/12/2023 14:00
890,LMD Basketball Training session,"Sports & Active, £5 or less",462,Leeds Medics and Dentists Basketball Club,13/10/2023 18:00
891,Falcons Cheerleading GIAG,"Free, Sports & Active, Give it a Go",497,Falcons Cheerleading Society (MSRC),04/10/2023 19:30
892,Bowling Night at Tenpin Merrion,"Sports & Active, Trips & Days Out",154,Hiking,10/10/2023 19:00
893,BCSoc Dim Sum,Food & Drink,58,British Chinese,15/10/2023 14:00
894,Eversheds Sutherland Virtual Application & Skills Session,"Free, Academic, Virtual & Online",197,Law,12/10/2023 17:00
895,"Explore Bakewell and Chatsworth Estate, Peak District - GOGA Walk - Saturday 21st October","Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,21/10/2023 08:00
896,"Explore Keswick, Lake District - GOGA  Walking Trip Sunday 22nd October","Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,22/10/2023 08:00
897,Explore the Welsh Coast at Llandudno and the Great Orme with GOGA - Guided Walk Saturday 28th October,"Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,28/10/2023 08:00
898,"Explore Windermere, Lake District - GOGA Walking Trip - Sunday 29th October 2023","Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,29/10/2023 08:00
899,Squire Patton Boggs IN PERSON Training Contract Insights Session,"Free, Academic",197,Law,10/10/2023 17:00
901,Rowing GIAG - Whole Club Conditioning Circuits,"Give it a Go, Sports & Active",299,Rowing,05/10/2023 19:00
902,Cryptocurrency & Blockchain: Give it a Go,"Give it a Go, Free",94,Cryptocurrency & Blockchain,12/10/2023 18:30
903,Global Café,"Global Community, Alcohol-Free, Health, Wellbeing & Support, Food & Drink",449,Leeds & You Programme,30/10/2023 17:30
904,Leeds Light Night Walk Around,"Alcohol-Free, Free, Trips & Days Out, Family-Friendly",260,Nursing,12/10/2023 18:30
905,HIFI Club Night LUNS,"£5 or less, Club Nights & Gigs",260,Nursing,10/10/2023 21:00
907,Leeds Griffins got Old Bar,"Free, Sports & Active, Give it a Go, Welcome Week, £5 or less, Food & Drink",291,Quadball,04/10/2023 19:00
908,Leeds Griffins Training 07/10/23,"Free, £5 or less, Sports & Active, Give it a Go",291,Quadball,07/10/2023 12:00
909,How to utilise Linkedin for effective networking,"Free, Academic",362,The Social Mobility Society (SoMoSoc),19/10/2023 17:30
910,Classes- 9th to 13th,Sports & Active,376,Vertical Fitness,07/10/2023 14:00
911,Welcome Drinks,Free,86,CompSoc,05/10/2023 19:00
912,eSports GIAG,"Give it a Go, Free",118,eSports and Video Games,04/10/2023 18:00
913,Supermarket Beer Tasting,Food & Drink,293,Real Ale,16/10/2023 19:00
914,Real Ale x German Soc - Oktoberfest at the Fenton,"Free, Food & Drink, Cultural Calendar, Global Community",293,Real Ale,18/10/2023 17:00
915,LUUHC Christmas Party 2023,,154,Hiking,07/12/2023 19:00
916,Fridge to Fridge,Food & Drink,154,Hiking,24/11/2023 19:00
917,Fridge to Fridge!,"Food & Drink, Club Nights & Gigs",108,Earth Sciences (RocSoc),13/10/2023 19:00
920,BSL: University Signs Teaching,Free,536,British Sign Language,13/10/2023 18:00
921,Give It A Go,"Give it a Go, Free",251,National Hindu Students Forum,03/10/2023 18:30
922,Still Life Drawing,,22,Art,12/10/2023 16:00
923,ChemSoc Give it a Go!,"Free, Food & Drink, Give it a Go",74,Chemistry,06/10/2023 19:30
924,Fantasy Landscape Painting,"£5 or less, Arts & Creative",22,Art,19/10/2023 16:00
925,Halloween Tarot Cards,"£5 or less, Arts & Creative",22,Art,26/10/2023 16:00
926,Air-Dry Clay Coasters,"£5 or less, Arts & Creative",22,Art,02/11/2023 16:00
928,Mug Decorating,"£5 or less, Arts & Creative",22,Art,16/11/2023 16:00
929,Juliette Belmont Inspired Portrait Painting,"£5 or less, Arts & Creative",22,Art,23/11/2023 16:00
930,The Right to Walk - Welcome Meeting - GIAG,"Free, Give it a Go, Health, Wellbeing & Support",465,The Right to Walk,12/10/2023 17:00
931,Lino Christmas Cards,"£5 or less, Arts & Creative",22,Art,07/12/2023 16:00
932,Chalk and Charcoal Life Drawing,"£5 or less, Arts & Creative",22,Art,10/10/2023 18:30
933,Christmas Bauble Painting,"£5 or less, Arts & Creative",22,Art,14/12/2023 16:00
934,Awareness Poster Making,Free,208,Leeds Uni Boob Team,10/10/2023 19:30
935,Still life Drawing,"£5 or less, Arts & Creative",22,Art,12/10/2023 16:00
936,"Accidental Event- Can't work out how to delete, don't approve",Sports & Active,306,Sailing Club,07/10/2023 09:00
937,Flight Club,Sports & Active,313,Scout & Guide,14/11/2023 19:00
938,Swing Dancing Class Oct 23rd,"£5 or less, Sports & Active",350,Swing Dance,23/10/2023 18:45
939,Swing Dancing Class Oct 19th,"£5 or less, Sports & Active",350,Swing Dance,19/10/2023 18:30
940,ABSOC Mini Golf!,"Alcohol-Free, Trips & Days Out, Family-Friendly, Other, £5 or less",8,Ahlul Bayt,10/10/2023 16:45
941,Coffee Morning GIAG,"Free, £5 or less, Health, Wellbeing & Support, Food & Drink, Academic, Give it a Go",260,Nursing,05/10/2023 10:33
942,GIAG at The Hollies,"Campaigns & Volunteering, Climate-Friendly, Give it a Go, Trips & Days Out",87,Conservation Volunteers,14/10/2023 10:00
943,York - 15/10/23,Trips & Days Out,397,Trips Programme,15/10/2023 09:45
944,Liverpool - 22/10/23,Trips & Days Out,397,Trips Programme,22/10/2023 08:45
945,Whitby - 29/10/23,Other,397,Trips Programme,29/10/2023 08:45
946,Harrogate - 05/11/23,Trips & Days Out,397,Trips Programme,05/11/2023 10:15
947,Jiu Jitsu GIAG!,"Free, Sports & Active, Health, Wellbeing & Support, Give it a Go",183,Jiu Jitsu,09/10/2023 20:15
948,Tour de Yorkshire Round 1 - Teamsport Bradford,"Sports & Active, Trips & Days Out",244,Motorsport Society,11/10/2023 12:45
949,MASSoc Give It A Go,"Free, Give it a Go",224,Malaysian & Singaporean,13/10/2023 18:00
950,Mantality talk: Men's mental health,"Free, Health, Wellbeing & Support, Sports & Active",489,Wellbeing,23/11/2023 10:00
951,Commercial Awareness Society Give It A Go,"Give it a Go, Free, Academic",477,Commercial Awareness,14/10/2023 18:00
952,Griffins take York!,"Sports & Active, Trips & Days Out",291,Quadball,14/10/2023 09:00
953,The Right to Quiz,"£5 or less, Food & Drink, Club Nights & Gigs",465,The Right to Walk,17/10/2023 20:00
954,GIAG,"Free, Give it a Go",487,Leeds Swift Soc,13/10/2023 18:00
955,Ditch the Label x Maybelline: Brave Together - Talk About It,"Free, Health, Wellbeing & Support, Alcohol-Free",489,Wellbeing,06/11/2023 14:00
956,British GT and GB3 Championships Viewing at Donington Park,"Sports & Active, Trips & Days Out",244,Motorsport Society,22/10/2023 07:00
957,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,20/10/2023 18:30
958,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,27/10/2023 18:30
959,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,03/11/2023 18:00
960,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,10/11/2023 18:00
961,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,17/11/2023 18:30
962,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,24/11/2023 18:30
963,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,01/12/2023 18:30
964,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,08/12/2023 18:30
965,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,15/12/2023 18:00
966,LMD Basketball Training session,,462,Leeds Medics and Dentists Basketball Club,22/12/2023 18:00
967,Swing Dancing Class Oct 30th,,350,Swing Dance,30/10/2023 18:45
968,Swing Dancing Class Nov 06th,,350,Swing Dance,06/11/2023 18:45
969,Swing Dancing Class Nov 13rd,,350,Swing Dance,13/11/2023 18:45
970,Swing Dancing Class Nov 20th,,350,Swing Dance,20/11/2023 18:45
971,Swing Dancing Class Nov 27th,,350,Swing Dance,27/11/2023 18:45
972,Swing Dancing Class Dec 04th,,350,Swing Dance,04/12/2023 18:45
973,Swing Dancing Class Dec 11th,,350,Swing Dance,11/12/2023 18:45
975,Street Open Class,"Sports & Active, Arts & Creative",341,Street Dance,09/10/2023 18:00
976,Street Open Class,,341,Street Dance,16/10/2023 18:00
977,Street Open Class,,341,Street Dance,23/10/2023 18:00
978,Street Open Class,,341,Street Dance,30/10/2023 18:00
979,Street Open Class,,341,Street Dance,06/11/2023 18:00
980,Street Open Class,,341,Street Dance,13/11/2023 18:00
981,Street Open Class,,341,Street Dance,20/11/2023 18:00
982,Street Open Class,,341,Street Dance,27/11/2023 18:00
983,Street Open Class,,341,Street Dance,04/12/2023 18:00
984,Street Open Class,,341,Street Dance,11/12/2023 18:00
985,Street Open Class,,341,Street Dance,18/12/2023 18:00
986,Street Open Class,,341,Street Dance,25/12/2023 18:00
987,Give It A Go,Give it a Go,544,Leeds Medics and Dentists African Caribbean Society (LMDACS),26/10/2023 18:30
988,Social Drinks at Revs,Free,92,"SocCrimSoc (Sociology, Social Policy and Criminal Justice Society)",12/10/2023 19:30
989,Bracelet Making,£5 or less,92,"SocCrimSoc (Sociology, Social Policy and Criminal Justice Society)",25/10/2023 18:00
990,Swing Dancing Class Oct. 26th,"£5 or less, Sports & Active",350,Swing Dance,26/10/2023 18:45
991,Swing Dancing Class Nov. 02nd,,350,Swing Dance,02/11/2023 18:45
992,Swing Dancing Class Nov. 09th,,350,Swing Dance,09/11/2023 18:45
993,Swing Dancing Class Nov. 16th,,350,Swing Dance,16/11/2023 18:45
994,Swing Dancing Class Nov. 23rd,,350,Swing Dance,23/11/2023 18:45
995,Swing Dancing Class Nov. 30th,,350,Swing Dance,30/11/2023 18:45
996,Swing Dancing Class Dec. 07th,,350,Swing Dance,07/12/2023 18:45
997,Swing Dancing Class Feb. 05th,"Free, £5 or less, Sports & Active, Give it a Go",350,Swing Dance,05/02/2024 18:45
998,Swing Dancing Class Dec. 14th,,350,Swing Dance,14/12/2023 18:45
999,"Academic Showcase - Mooting, Negotiating & Debating Presentations","Free, Academic, Give it a Go",197,Law,16/10/2023 16:30
1000,Psyched GIAG,"Give it a Go, Academic, Food & Drink, £5 or less, Free",288,Psyched (Psychiatry),20/10/2023 18:30
1001,ACS Bowling Night,,7,African Caribbean,14/10/2023 17:00
1002,Warhammer World Trip,Trips & Days Out,474,Warhammer Society,04/11/2023 10:00
1003,GIAG,"Sports & Active, Give it a Go",195,Lacrosse (w),08/10/2023 15:30
1004,Kickboxing classes w/c 09/10/23.,"£5 or less, Sports & Active",187,Kickboxing + Krav Maga,10/10/2023 17:30
1005,SCEF GIAG: 'Consent and Capacity: Is there a line?',"Give it a Go, Free, Academic, Alcohol-Free, Postgraduate",509,Student Clinical Ethics Forum,16/10/2023 17:30
1006,Street Beginners Course,"Sports & Active, Arts & Creative",341,Street Dance,21/10/2023 14:30
1007,Italian GIAG,Give it a Go,179,Italian Society,09/10/2023 19:00
1008,LUU Jazz and Blues @ Oktoberfest,Live Music & Performance,181,Jazz & Blues,10/10/2023 20:00
1009,LMDBC GIAG and trials for first semester,"Free, Give it a Go, Food & Drink, Health, Wellbeing & Support, Academic, Sports & Active",494,"Leeds Medics and Dentists Badminton Club (LMDBC), (Medics and Dentists)",21/10/2023 17:30
1010,Sci Fi and Fantasy LARP Give it a Go,"Free, Alcohol-Free, Sports & Active, Family-Friendly, Live Music & Performance",310,Sci Fi and Fantasy,15/10/2023 12:00
1011,Sri Lankan Soc Bowling and Spoons,"Sports & Active, Food & Drink",503,Sri Lankan Society,17/10/2023 18:30
1012,Whitewater Kayaking GIAG & Picnic,"Give it a Go, Trips & Days Out, Sports & Active",65,Canoe Club,15/10/2023 09:00
1013,eSports Party Game Night,"Free, Alcohol-Free",118,eSports and Video Games,11/10/2023 18:00
1014,Allotment Session,Give it a Go,446,Plant Society,11/10/2023 10:00
1015,Wellbeing Pilates,"Free, Health, Wellbeing & Support, Sports & Active",455,University of Leeds Events,31/10/2023 13:30
1016,Wellbeing Glutes and Core,"Free, Health, Wellbeing & Support, Sports & Active",455,University of Leeds Events,01/11/2023 13:30
1017,Wellbeing Circuits,"Free, Health, Wellbeing & Support, Sports & Active",455,University of Leeds Events,02/11/2023 13:30
1018,Wellbeing Yoga,"Free, Health, Wellbeing & Support, Sports & Active",455,University of Leeds Events,03/11/2023 12:00
1019,Influencing Black Pathways,Academic,7,African Caribbean,11/10/2023 18:30
1020,Leeds x HSBC - Personal Branding Workshop,"Academic, Virtual & Online",7,African Caribbean,18/10/2023 17:00
1021,Celebrating Women In Rock!,Club Nights & Gigs,152,Her Campus,15/10/2023 19:00
1022,RocSoc Pub Quiz,"£5 or less, Alcohol-Free, Free",108,Earth Sciences (RocSoc),16/10/2023 20:00
1023,University Health and Wellbeing Roadshow,,489,Wellbeing,02/11/2023 11:00
1024,Weekly Classics Tea,"Free, Alcohol-Free",79,Classics,11/10/2023 13:00
1025,GIATG Welcome Drinks,"Free, Food & Drink, Club Nights & Gigs, Give it a Go",230,Mechanical Engineering (Mech Eng Soc),11/10/2023 20:00
1026,Bowling Night,Trips & Days Out,483,Tamil Society,17/10/2023 18:30
1027,Meet and Greet,Sports & Active,109,East African,14/10/2023 20:00
1028,Whitby Goth Trip,Trips & Days Out,439,Leeds Rock and Alternative Society,28/10/2023 09:00
1029,Blog Writing Workshop,Academic,549,Leeds Policy Institute,12/10/2023 17:30
1030,PakSoc Bowling 23/24,"Trips & Days Out, Other",270,Pakistani,25/10/2023 18:00
1031,ISA X PAKSOC Cricket World Cup Viewing,Free,270,Pakistani,14/10/2023 11:48
1033,Halloween potluck,"£5 or less, Health, Wellbeing & Support, Food & Drink, Climate-Friendly",143,Green Action,26/10/2023 17:30
1036,GIVE IT A GO - Pub quiz at the library,Give it a Go,161,Homed,11/10/2023 19:00
1037,Classes 16th to 20th Oct,Sports & Active,376,Vertical Fitness,13/10/2023 14:00
1038,GOGA Beginners/Improvers Climbing Session at The Edge,"Sports & Active, Give it a Go, Health, Wellbeing & Support",455,University of Leeds Events,01/11/2023 15:00
1039,GOGA Beginners/Improvers Climbing Session at The Edge,"Sports & Active, Health, Wellbeing & Support, Give it a Go",455,University of Leeds Events,08/11/2023 15:00
1040,GOGA Beginners/Improvers Climbing and Bouldering Session at The Edge,"Health, Wellbeing & Support, Sports & Active, Give it a Go",455,University of Leeds Events,15/11/2023 15:00
1041,"Explore Ambleside, Lake District- GOGA Walking Trip","Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,12/11/2023 08:00
1042,Explore the Yorkshire Coast - Robin Hood's Bay to Whitby - GOGA Walk,"Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,11/11/2023 08:00
1043,"Explore the Monsal Trail and Bakewell, Peak District - GOGA Walking Trip","Health, Wellbeing & Support, Sports & Active, Trips & Days Out",455,University of Leeds Events,18/11/2023 08:00
1044,Improve your nutrition workshop,"Free, Health, Wellbeing & Support",455,University of Leeds Events,25/10/2023 13:00
1045,Eth London hackathon,Academic,94,Cryptocurrency & Blockchain,27/10/2023 14:00
1046,Life drawing,"£5 or less, Arts & Creative",22,Art,17/10/2023 18:30
1047,Sikh Society Bowling Social,£5 or less,318,Sikh,17/10/2023 19:00
1048,Oxford - 12/11/23,Trips & Days Out,397,Trips Programme,12/11/2023 07:15
1049,Ilkley - 19/11/23,Trips & Days Out,397,Trips Programme,19/11/2023 09:45
1050,Manchester Relays,Sports & Active,93,Cross Country,28/10/2023 09:00
1051,Cambridge - 3/12/23,Trips & Days Out,397,Trips Programme,03/12/2023 07:00
1053,STAR x Thinking Inisde the Box - Chilean Refugees Speaking Event.,"Academic, Campaigns & Volunteering, Free",342,Student Action for Refugees,06/11/2023 17:30
1054,Manchester - 10/12/23,Trips & Days Out,397,Trips Programme,10/12/2023 09:30
1055,Haworth - 26/11/2023,Trips & Days Out,397,Trips Programme,26/11/2023 09:45
1056,GIAG Games Night,"Alcohol-Free, Food & Drink, Free, Cultural Calendar, Give it a Go",479,North African Society,19/10/2023 18:00
1057,Film Society Halloween Screening,Cinema and Theatre,126,Film,24/10/2023 18:00
1058,HRM x Commuters Bowling,Trips & Days Out,85,Commuters,17/10/2023 16:30
1059,Korean Food Evening,Food & Drink,481,Korean Drama and Film Society,26/10/2023 18:30
1060,Candle Paint and Sip,"Arts & Creative, Academic",63,Business School Society (LUBS),16/10/2023 19:00
1061,Boogaloo Wednesdays,Club Nights & Gigs,152,Her Campus,18/10/2023 23:00
1062,Bowling Social!,"Celebrate Week 2023, Climate-Friendly, Academic, Trips & Days Out, Food & Drink, Health, Wellbeing & Support",531,Human Resource Management (HRM) Society,17/10/2023 17:00
1063,Embroidery Arts & Crafts,"£5 or less, Health, Wellbeing & Support, Arts & Creative",336,SSAFE (Suicide Support and Awareness for Everyone),18/10/2023 17:00
1064,Tour de Yorkshire Round 2 - Teamsport Warrington,"Sports & Active, Trips & Days Out",244,Motorsport Society,25/10/2023 12:45
1065,Linklaters POV workshop,Free,197,Law,24/10/2023 18:00
1066,Linklaters Watch Party,Free,197,Law,08/11/2023 16:00
1067,Sexual health stall: Leeds Health and Care Partnership x Sexpression,"Free, Health, Wellbeing & Support, Alcohol-Free",489,Wellbeing,24/10/2023 10:00
1068,City Exploration - Manchester 4th November,"Trips & Days Out, Sports & Active",313,Scout & Guide,04/11/2023 09:00
